file_name;char_used;perc_printable
xortool_out/0.out;0;35.0
xortool_out/1.out;0;35.0
xortool_out/2.out;0;35.0
xortool_out/3.out;0;35.0
xortool_out/4.out;0;35.0
xortool_out/5.out;0;35.0
xortool_out/6.out;0;35.0
xortool_out/7.out;0;35.0
